Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2000-01-03,0.08943966031074524,0.09099228836981198,0.08430490010211276,0.0902760450594203,300912000
2000-01-04,0.08705155551433563,0.08812637810069478,0.08263303934797142,0.08788702452701748,300480000
2000-01-05,0.08418566733598709,0.08597673311806026,0.08299161892606043,0.08454424673138482,188352000
2000-01-06,0.07869232445955276,0.0841856629374018,0.07546876562641383,0.0841856629374018,120480000
2000-01-07,0.08000652492046356,0.08084198724161952,0.07714062923850232,0.07833467784772312,71184000
2000-01-10,0.08263307809829712,0.08597677324630956,0.07881249994139296,0.08024498699665825,239856000
2000-01-11,0.07928933948278427,0.08311083797539578,0.07928933948278427,0.08215523445289713,148128000
2000-01-12,0.0772598460316658,0.0794094983391114,0.07618502329435191,0.07928935690385466,123552000
2000-01-13,0.08048339933156967,0.08120055816672565,0.07618501747538825,0.07714062113485907,132192000
2000-01-14,0.08394630998373032,0.0872900036928033,0.08143900091707963,0.08167836133281318,604560000
2000-01-18,0.08752936869859695,0.08788703252830815,0.08120056035701308,0.0850211370701059,261648000
2000-01-19,0.08669298142194748,0.08788702990226328,0.08597673818638724,0.08788702990226328,164688000
2000-01-20,0.08645453304052353,0.09218631671697011,0.08573828983443833,0.08741013665789213,179568000
2000-01-21,0.08549892902374268,0.08657375154068982,0.08334927715703201,0.08621517216924192,544272000
2000-01-24,0.0816783756017685,0.08824562274417105,0.08120057028432134,0.08824562274417105,256944000
2000-01-25,0.0809611976146698,0.08287240493053728,0.07833466949264291,0.08203602026816056,237120000
2000-01-26,0.07761751860380173,0.08311086557835227,0.07618503185808448,0.08096121302927063,232464000
2000-01-27,0.07355757057666779,0.07821452481660252,0.07069167531946983,0.07821452481660252,458208000
2000-01-28,0.07140883803367615,0.07308068495016924,0.06854294945237288,0.07260288653130366,194448000
2000-01-31,0.07081182301044464,0.0733191322547363,0.06687110479548596,0.07176650428290998,182400000
2000-02-01,0.07248274236917496,0.07308068219295438,0.06830358645078609,0.0709310369386983,92976000
2000-02-02,0.07451316714286804,0.07594657598239604,0.07248274092178979,0.07284132032283558,149040000
2000-02-03,0.07570722699165344,0.07845389683167235,0.07522942169546395,0.07690126876768606,108240000
2000-02-04,0.07749828696250916,0.07809531121986786,0.0759465814512803,0.07809531121986786,123696000
2000-02-07,0.07272209972143173,0.07785685905802121,0.07260288073382078,0.07785685905802121,217488000
